,invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
2469,I141833,C101824,Female,22,Clothing,1,300.08,Credit Card,2/10/2021,Kanyon
2470,I303401,C182329,Female,55,Clothing,2,600.16,Cash,4/2/2021,Mall of Istanbul
2471,I135417,C305994,Male,37,Cosmetics,3,121.98,Credit Card,6/9/2022,Cevahir AVM
2472,I189270,C120038,Male,29,Food & Beverage,4,20.92,Credit Card,30/06/2021,Kanyon
2473,I336053,C170298,Female,69,Clothing,4,1200.32,Cash,15/07/2022,Metropol AVM
2474,I266127,C319481,Female,55,Cosmetics,1,40.66,Credit Card,6/10/2021,Metrocity
2475,I155865,C244920,Female,55,Cosmetics,4,162.64,Debit Card,26/11/2021,Istinye Park
2476,I327129,C413755,Female,41,Cosmetics,2,81.32,Debit Card,4/2/2021,Mall of Istanbul
2477,I186732,C891375,Female,27,Clothing,5,1500.4,Credit Card,26/08/2022,Kanyon
2478,I254938,C425712,Female,41,Souvenir,2,23.46,Credit Card,8/5/2022,Kanyon
2479,I256253,C405333,Male,45,Food & Beverage,3,15.69,Debit Card,17/03/2022,Emaar Square Mall
2480,I509314,C193427,Female,39,Clothing,1,300.08,Credit Card,3/2/2023,Kanyon
2481,I301088,C208867,Male,44,Food & Beverage,1,5.23,Debit Card,19/07/2021,Viaport Outlet
2482,I208121,C236106,Male,48,Shoes,4,2400.68,Credit Card,5/11/2021,Emaar Square Mall
2483,I291415,C264306,Female,47,Clothing,1,300.08,Credit Card,19/08/2021,Emaar Square Mall
2484,I240463,C674473,Female,29,Cosmetics,1,40.66,Cash,27/05/2021,Forum Istanbul
2485,I797307,C273092,Male,25,Cosmetics,1,40.66,Cash,20/10/2021,Metropol AVM
2486,I232977,C314806,Male,64,Cosmetics,3,121.98,Credit Card,12/12/2022,Istinye Park
2487,I297587,C310834,Male,20,Clothing,5,1500.4,Cash,11/11/2021,Viaport Outlet
2488,I199851,C236488,Female,54,Food & Beverage,4,20.92,Debit Card,2/6/2021,Istinye Park
2489,I104142,C168396,Male,41,Clothing,5,1500.4,Cash,3/12/2021,Kanyon
2490,I305296,C462763,Female,60,Food & Beverage,2,10.46,Credit Card,22/04/2022,Emaar Square Mall
2491,I210408,C299930,Female,68,Clothing,1,300.08,Debit Card,14/01/2022,Mall of Istanbul
2492,I240128,C964027,Male,63,Shoes,1,600.17,Cash,22/10/2021,Metropol AVM
2493,I262913,C200695,Male,62,Food & Beverage,5,26.15,Debit Card,19/03/2021,Kanyon
2494,I252801,C333187,Female,59,Shoes,1,600.17,Cash,29/12/2021,Mall of Istanbul
2495,I970055,C306283,Female,44,Clothing,1,300.08,Cash,14/11/2022,Kanyon
2496,I110965,C142303,Female,22,Cosmetics,1,40.66,Cash,24/01/2021,Emaar Square Mall
2497,I122185,C334463,Female,25,Cosmetics,5,203.3,Cash,24/11/2021,Mall of Istanbul
2498,I265794,C261459,Male,33,Clothing,3,900.24,Debit Card,14/02/2023,Mall of Istanbul
2499,I107823,C204840,Female,66,Shoes,5,3000.85,Credit Card,17/09/2021,Istinye Park
2500,I331526,C157463,Female,37,Souvenir,3,35.19,Credit Card,11/12/2022,Metropol AVM
2501,I215478,C166304,Male,69,Shoes,2,1200.34,Cash,14/10/2021,Istinye Park
2502,I211868,C338587,Female,37,Shoes,5,3000.85,Cash,13/03/2022,Emaar Square Mall
2503,I117485,C304490,Female,68,Books,3,45.45,Credit Card,7/7/2021,Kanyon
2504,I289114,C113688,Male,48,Clothing,3,900.24,Debit Card,28/10/2022,Kanyon
2505,I289729,C817996,Female,54,Cosmetics,1,40.66,Credit Card,21/07/2021,Mall of Istanbul
2506,I241785,C931830,Female,54,Cosmetics,1,40.66,Credit Card,7/7/2021,Mall of Istanbul
2507,I427761,C125428,Female,69,Shoes,4,2400.68,Credit Card,22/04/2022,Forum Istanbul
2508,I337706,C126492,Female,41,Books,1,15.15,Credit Card,6/3/2022,Kanyon
2509,I166626,C332667,Female,66,Clothing,4,1200.32,Debit Card,3/3/2023,Metrocity
2510,I236314,C114437,Male,61,Technology,5,5250.0,Cash,10/8/2021,Istinye Park
2511,I197190,C195540,Female,62,Clothing,2,600.16,Credit Card,18/12/2021,Emaar Square Mall
2512,I239523,C333934,Female,55,Clothing,1,300.08,Credit Card,5/8/2021,Cevahir AVM
2513,I182617,C155046,Female,21,Clothing,2,600.16,Credit Card,6/12/2021,Zorlu Center
2514,I302532,C136166,Male,44,Clothing,5,1500.4,Cash,24/08/2022,Mall of Istanbul
2515,I842391,C126137,Female,25,Shoes,1,600.17,Cash,7/5/2021,Mall of Istanbul
2516,I280218,C209262,Female,64,Technology,4,4200.0,Credit Card,28/10/2022,Metrocity
2517,I214625,C806835,Male,33,Shoes,4,2400.68,Cash,31/07/2021,Viaport Outlet
2518,I197067,C106441,Female,23,Toys,5,179.2,Cash,2/4/2021,Emaar Square Mall
2519,I174518,C230911,Male,45,Shoes,4,2400.68,Credit Card,3/2/2021,Zorlu Center
2520,I983066,C264587,Female,65,Food & Beverage,1,5.23,Cash,8/11/2021,Viaport Outlet
2521,I287344,C556406,Female,19,Food & Beverage,3,15.69,Cash,24/04/2021,Kanyon
2522,I312173,C149490,Male,59,Clothing,4,1200.32,Cash,9/1/2021,Kanyon
2523,I256067,C272162,Female,27,Cosmetics,2,81.32,Cash,2/4/2021,Emaar Square Mall
2524,I185510,C189934,Female,24,Food & Beverage,5,26.15,Cash,14/01/2022,Emaar Square Mall
2525,I114880,C881426,Female,62,Food & Beverage,1,5.23,Debit Card,23/02/2022,Cevahir AVM
2526,I204170,C186435,Female,52,Clothing,3,900.24,Credit Card,30/09/2022,Metropol AVM
2527,I984094,C249818,Male,65,Souvenir,4,46.92,Credit Card,16/10/2022,Kanyon
2528,I159057,C227706,Female,37,Books,3,45.45,Debit Card,20/03/2021,Metropol AVM
2529,I174489,C236881,Male,48,Books,5,75.75,Cash,24/04/2021,Istinye Park
2530,I939947,C307940,Male,24,Clothing,2,600.16,Cash,18/08/2021,Forum Istanbul
2531,I946274,C806853,Female,45,Shoes,5,3000.85,Cash,4/1/2021,Kanyon
2532,I371992,C510596,Female,44,Books,1,15.15,Debit Card,21/03/2021,Metrocity
2533,I149026,C240770,Male,39,Clothing,1,300.08,Credit Card,30/07/2022,Viaport Outlet
2534,I287041,C163325,Female,50,Cosmetics,5,203.3,Credit Card,30/08/2022,Mall of Istanbul
2535,I323407,C241345,Female,40,Toys,4,143.36,Credit Card,25/01/2023,Mall of Istanbul
2536,I433430,C282448,Male,62,Toys,3,107.52,Debit Card,23/07/2021,Mall of Istanbul
2537,I140863,C240208,Male,18,Cosmetics,2,81.32,Debit Card,13/07/2021,Istinye Park
2538,I246926,C337392,Male,52,Technology,1,1050.0,Credit Card,19/08/2022,Forum Istanbul
2539,I172113,C303471,Male,66,Cosmetics,3,121.98,Cash,8/12/2021,Istinye Park
2540,I246250,C485094,Female,38,Clothing,5,1500.4,Cash,14/03/2022,Kanyon
2541,I237550,C169800,Male,64,Food & Beverage,4,20.92,Cash,12/6/2021,Metropol AVM
2542,I155158,C927807,Female,44,Books,4,60.6,Debit Card,11/3/2021,Mall of Istanbul
2543,I255537,C244132,Female,31,Clothing,5,1500.4,Cash,5/7/2021,Zorlu Center
2544,I702237,C192971,Female,49,Clothing,5,1500.4,Credit Card,4/11/2021,Mall of Istanbul
2545,I685727,C251902,Male,24,Books,4,60.6,Credit Card,14/07/2022,Metropol AVM
2546,I159983,C113179,Male,65,Toys,4,143.36,Debit Card,14/10/2021,Forum Istanbul
2547,I847315,C207762,Male,20,Shoes,4,2400.68,Debit Card,8/4/2021,Metropol AVM
2548,I288063,C680739,Female,38,Souvenir,1,11.73,Credit Card,15/12/2021,Mall of Istanbul
2549,I249401,C334455,Female,36,Technology,4,4200.0,Credit Card,20/02/2021,Kanyon
2550,I238275,C175297,Female,34,Food & Beverage,1,5.23,Credit Card,29/07/2021,Kanyon
2551,I201429,C156824,Female,59,Toys,4,143.36,Credit Card,24/06/2022,Metrocity
2552,I109848,C210830,Female,35,Cosmetics,3,121.98,Debit Card,22/03/2021,Kanyon
2553,I252806,C524013,Female,31,Food & Beverage,2,10.46,Cash,1/7/2021,Metropol AVM
2554,I609226,C148239,Male,21,Technology,3,3150.0,Debit Card,29/04/2021,Mall of Istanbul
2555,I304380,C223564,Female,61,Clothing,5,1500.4,Credit Card,26/03/2021,Kanyon
2556,I334600,C301014,Male,43,Clothing,3,900.24,Credit Card,20/12/2022,Forum Istanbul
2557,I609968,C338960,Female,37,Clothing,3,900.24,Cash,26/08/2022,Kanyon
2558,I585196,C129923,Male,26,Clothing,4,1200.32,Debit Card,17/12/2021,Metrocity
2559,I315673,C202930,Female,30,Clothing,5,1500.4,Debit Card,17/12/2021,Metrocity
2560,I815372,C195722,Female,48,Technology,2,2100.0,Credit Card,21/02/2021,Cevahir AVM
2561,I132490,C263095,Female,54,Food & Beverage,1,5.23,Debit Card,16/09/2022,Kanyon
2562,I183558,C979070,Female,39,Souvenir,2,23.46,Debit Card,30/03/2021,Mall of Istanbul
2563,I239303,C209091,Female,63,Clothing,3,900.24,Debit Card,25/07/2021,Zorlu Center
2564,I244525,C313032,Female,36,Cosmetics,5,203.3,Debit Card,20/11/2022,Metrocity
2565,I786441,C151925,Female,18,Clothing,3,900.24,Credit Card,12/1/2023,Metropol AVM
2566,I224349,C902664,Male,19,Clothing,1,300.08,Credit Card,26/10/2022,Mall of Istanbul
2567,I245882,C117772,Male,45,Clothing,3,900.24,Cash,25/03/2021,Mall of Istanbul
2568,I144151,C144525,Female,68,Clothing,5,1500.4,Debit Card,8/10/2021,Viaport Outlet
2569,I102268,C298559,Female,47,Shoes,4,2400.68,Cash,31/01/2022,Zorlu Center
2570,I291470,C280151,Male,62,Clothing,3,900.24,Credit Card,26/11/2022,Metrocity
2571,I160484,C343562,Male,62,Clothing,5,1500.4,Cash,26/06/2022,Metrocity
2572,I245557,C218950,Male,42,Technology,4,4200.0,Credit Card,17/11/2021,Metropol AVM
2573,I266583,C126941,Male,23,Toys,3,107.52,Credit Card,11/1/2021,Mall of Istanbul
2574,I151185,C244226,Male,45,Clothing,5,1500.4,Cash,20/04/2021,Kanyon
2575,I532584,C188819,Female,28,Clothing,3,900.24,Credit Card,15/06/2021,Zorlu Center
2576,I152043,C194522,Female,60,Shoes,3,1800.51,Credit Card,31/07/2022,Forum Istanbul
2577,I800663,C148039,Male,18,Clothing,2,600.16,Cash,16/03/2021,Mall of Istanbul
2578,I126102,C271151,Male,21,Clothing,2,600.16,Cash,4/9/2022,Kanyon
2579,I139930,C163713,Male,61,Cosmetics,2,81.32,Cash,12/10/2021,Metropol AVM
2580,I207711,C293739,Female,42,Clothing,3,900.24,Debit Card,28/09/2022,Metropol AVM
2581,I318856,C180570,Male,68,Clothing,5,1500.4,Cash,6/3/2022,Mall of Istanbul
2582,I110405,C284197,Female,68,Toys,3,107.52,Cash,19/06/2021,Emaar Square Mall
2583,I128694,C276976,Female,59,Cosmetics,3,121.98,Cash,23/10/2022,Kanyon
2584,I334233,C205485,Male,66,Cosmetics,4,162.64,Cash,5/2/2022,Emaar Square Mall
2585,I294849,C337518,Female,34,Clothing,5,1500.4,Cash,12/9/2021,Emaar Square Mall
2586,I110843,C295018,Male,40,Clothing,5,1500.4,Debit Card,28/02/2022,Mall of Istanbul
2587,I277458,C132322,Female,18,Food & Beverage,1,5.23,Cash,2/5/2021,Kanyon
2588,I134374,C177487,Male,58,Cosmetics,2,81.32,Cash,1/11/2022,Mall of Istanbul
2589,I252404,C219723,Female,61,Clothing,2,600.16,Cash,24/09/2021,Mall of Istanbul
2590,I155920,C274642,Female,53,Cosmetics,4,162.64,Cash,31/05/2022,Metropol AVM
2591,I256231,C102500,Male,41,Clothing,5,1500.4,Credit Card,23/07/2021,Metrocity
2592,I110327,C338665,Male,65,Clothing,4,1200.32,Cash,6/11/2022,Metrocity
2593,I164233,C410490,Female,31,Clothing,5,1500.4,Debit Card,2/12/2022,Zorlu Center
2594,I135149,C143638,Female,27,Cosmetics,3,121.98,Debit Card,9/6/2022,Kanyon
2595,I129429,C212558,Male,41,Clothing,1,300.08,Credit Card,5/10/2021,Kanyon
2596,I143112,C285818,Male,69,Technology,2,2100.0,Credit Card,8/7/2022,Metropol AVM
2597,I317873,C535096,Female,49,Clothing,1,300.08,Credit Card,27/01/2023,Zorlu Center
2598,I676809,C799555,Female,21,Toys,4,143.36,Credit Card,31/07/2022,Kanyon
2599,I195962,C823090,Male,44,Cosmetics,5,203.3,Credit Card,4/10/2021,Forum Istanbul
2600,I194098,C216386,Male,44,Books,5,75.75,Debit Card,26/10/2021,Zorlu Center
2601,I301054,C246366,Male,21,Clothing,3,900.24,Cash,4/4/2021,Mall of Istanbul
2602,I299815,C226266,Female,49,Cosmetics,1,40.66,Credit Card,10/10/2022,Metrocity
2603,I150400,C219995,Female,30,Clothing,3,900.24,Debit Card,7/1/2023,Metrocity
2604,I628166,C227588,Male,47,Clothing,3,900.24,Debit Card,2/7/2022,Metrocity
2605,I944472,C250291,Female,41,Technology,1,1050.0,Cash,10/9/2021,Kanyon
2606,I233133,C561819,Female,19,Books,2,30.3,Credit Card,18/01/2021,Zorlu Center
2607,I145533,C121874,Female,32,Clothing,4,1200.32,Cash,21/02/2022,Metropol AVM
2608,I308369,C574098,Male,35,Food & Beverage,3,15.69,Debit Card,4/1/2021,Metrocity
2609,I194574,C152511,Female,46,Cosmetics,1,40.66,Credit Card,15/06/2022,Istinye Park
2610,I807370,C253885,Male,59,Cosmetics,2,81.32,Cash,9/11/2022,Metropol AVM
2611,I759554,C889154,Female,48,Food & Beverage,5,26.15,Cash,25/09/2021,Viaport Outlet
2612,I305181,C177955,Male,39,Shoes,4,2400.68,Cash,14/02/2021,Cevahir AVM
2613,I162283,C173014,Female,47,Books,2,30.3,Credit Card,14/11/2021,Viaport Outlet
2614,I286335,C542440,Female,66,Cosmetics,5,203.3,Cash,1/8/2022,Forum Istanbul
2615,I102610,C167297,Female,37,Food & Beverage,3,15.69,Credit Card,24/03/2022,Istinye Park
2616,I275271,C984528,Female,25,Cosmetics,1,40.66,Credit Card,30/09/2021,Mall of Istanbul
2617,I172841,C157938,Female,30,Clothing,1,300.08,Debit Card,26/03/2022,Zorlu Center
2618,I141434,C301868,Male,42,Clothing,2,600.16,Credit Card,19/12/2021,Forum Istanbul
2619,I329646,C110428,Female,42,Technology,5,5250.0,Credit Card,19/10/2021,Zorlu Center
2620,I118433,C164655,Male,66,Technology,1,1050.0,Cash,23/05/2021,Metrocity
2621,I287972,C186335,Female,44,Food & Beverage,2,10.46,Debit Card,28/08/2022,Kanyon
2622,I853787,C287373,Female,52,Toys,4,143.36,Credit Card,21/12/2022,Kanyon
2623,I986090,C294195,Female,53,Clothing,1,300.08,Credit Card,12/11/2022,Mall of Istanbul
2624,I252715,C623628,Female,35,Clothing,3,900.24,Cash,2/1/2023,Mall of Istanbul
2625,I409107,C120493,Female,34,Food & Beverage,1,5.23,Credit Card,29/09/2021,Metrocity
2626,I161496,C577245,Male,57,Food & Beverage,1,5.23,Debit Card,6/10/2022,Cevahir AVM
2627,I281070,C958664,Female,53,Toys,3,107.52,Credit Card,31/03/2021,Viaport Outlet
2628,I202792,C963729,Female,48,Clothing,5,1500.4,Debit Card,1/3/2023,Kanyon
2629,I229689,C120639,Female,42,Clothing,2,600.16,Credit Card,4/9/2021,Mall of Istanbul
2630,I271993,C144360,Female,42,Toys,2,71.68,Cash,10/11/2021,Kanyon
2631,I167986,C340161,Male,22,Clothing,2,600.16,Cash,1/12/2021,Istinye Park
2632,I287301,C202744,Female,51,Food & Beverage,1,5.23,Cash,8/1/2023,Kanyon
2633,I333979,C866240,Female,57,Food & Beverage,3,15.69,Cash,15/09/2022,Metropol AVM
2634,I132893,C320687,Male,38,Cosmetics,2,81.32,Cash,26/01/2022,Istinye Park
2635,I117733,C124096,Male,62,Food & Beverage,5,26.15,Credit Card,15/03/2021,Kanyon
2636,I612951,C938905,Male,69,Shoes,1,600.17,Cash,24/02/2022,Metrocity
2637,I750777,C300523,Female,27,Food & Beverage,5,26.15,Credit Card,6/11/2021,Kanyon
2638,I618767,C315412,Female,42,Clothing,1,300.08,Cash,12/10/2022,Kanyon
2639,I316775,C248080,Female,52,Clothing,1,300.08,Credit Card,1/11/2022,Forum Istanbul
2640,I289595,C206455,Female,63,Food & Beverage,1,5.23,Credit Card,9/2/2021,Zorlu Center
2641,I302357,C926815,Male,25,Clothing,5,1500.4,Credit Card,11/5/2022,Mall of Istanbul
2642,I237151,C333584,Male,59,Clothing,2,600.16,Credit Card,20/08/2022,Kanyon
2643,I189261,C163301,Male,29,Cosmetics,5,203.3,Credit Card,22/02/2023,Istinye Park
2644,I944302,C102575,Female,48,Cosmetics,5,203.3,Cash,11/8/2022,Zorlu Center
2645,I177135,C654762,Female,54,Clothing,5,1500.4,Debit Card,30/01/2023,Kanyon
2646,I504317,C143877,Female,38,Clothing,5,1500.4,Cash,24/03/2021,Metrocity
2647,I101193,C298074,Female,69,Food & Beverage,5,26.15,Credit Card,4/5/2021,Viaport Outlet
2648,I178746,C659135,Female,24,Food & Beverage,4,20.92,Cash,30/03/2021,Mall of Istanbul
2649,I651307,C156683,Female,39,Clothing,3,900.24,Credit Card,3/11/2022,Kanyon
2650,I303719,C134690,Female,29,Technology,5,5250.0,Cash,18/09/2022,Cevahir AVM
2651,I231618,C273156,Male,40,Clothing,2,600.16,Credit Card,7/11/2021,Metropol AVM
2652,I777006,C254359,Female,60,Cosmetics,2,81.32,Credit Card,23/03/2021,Istinye Park
2653,I771180,C654036,Female,41,Souvenir,1,11.73,Debit Card,8/6/2021,Mall of Istanbul
2654,I235851,C119504,Female,32,Clothing,4,1200.32,Credit Card,14/12/2022,Metropol AVM
2655,I271043,C392733,Male,50,Clothing,5,1500.4,Cash,29/11/2021,Mall of Istanbul
2656,I966712,C181301,Female,69,Souvenir,3,35.19,Credit Card,4/4/2021,Mall of Istanbul
2657,I285686,C810843,Male,41,Clothing,4,1200.32,Credit Card,2/4/2022,Kanyon
2658,I261435,C176985,Male,37,Clothing,2,600.16,Cash,17/10/2022,Metropol AVM
2659,I186666,C680923,Female,32,Clothing,3,900.24,Credit Card,3/2/2022,Kanyon
2660,I878464,C225787,Female,32,Food & Beverage,4,20.92,Credit Card,29/11/2021,Forum Istanbul
2661,I941707,C302944,Female,55,Shoes,3,1800.51,Credit Card,13/02/2021,Forum Istanbul
2662,I116614,C188084,Male,55,Clothing,1,300.08,Credit Card,10/3/2021,Mall of Istanbul
2663,I187759,C140626,Male,39,Food & Beverage,1,5.23,Cash,28/07/2022,Zorlu Center
2664,I263332,C699733,Male,21,Books,1,15.15,Credit Card,22/11/2022,Mall of Istanbul
2665,I111017,C128201,Male,65,Clothing,2,600.16,Debit Card,13/08/2022,Metropol AVM
2666,I147737,C654510,Female,24,Technology,2,2100.0,Cash,11/1/2021,Metropol AVM
2667,I335747,C377145,Female,33,Cosmetics,4,162.64,Credit Card,21/02/2021,Metrocity
2668,I167285,C357630,Female,40,Toys,4,143.36,Cash,2/10/2022,Kanyon
2669,I991674,C270281,Female,59,Clothing,1,300.08,Credit Card,2/6/2021,Metrocity
2670,I332005,C143934,Female,19,Books,4,60.6,Credit Card,17/01/2022,Kanyon
2671,I151536,C744949,Male,42,Toys,1,35.84,Credit Card,25/09/2022,Metrocity
2672,I445705,C603935,Female,64,Cosmetics,4,162.64,Debit Card,6/1/2021,Mall of Istanbul
2673,I747491,C927738,Female,55,Clothing,1,300.08,Credit Card,23/01/2022,Zorlu Center
2674,I165771,C596697,Female,60,Souvenir,2,23.46,Cash,25/08/2021,Metrocity
2675,I284879,C147637,Female,33,Clothing,4,1200.32,Cash,27/05/2022,Metrocity
2676,I136262,C109732,Female,30,Technology,3,3150.0,Credit Card,27/10/2021,Istinye Park
2677,I133324,C886341,Female,69,Clothing,5,1500.4,Cash,17/05/2022,Mall of Istanbul
2678,I318435,C173218,Male,34,Shoes,4,2400.68,Debit Card,24/12/2021,Metropol AVM
2679,I314573,C408981,Male,30,Books,4,60.6,Debit Card,12/7/2022,Kanyon
2680,I280282,C333154,Female,37,Food & Beverage,5,26.15,Cash,20/11/2021,Istinye Park
2681,I515685,C186230,Male,21,Toys,4,143.36,Debit Card,27/03/2021,Metrocity
2682,I241694,C318891,Male,43,Shoes,4,2400.68,Cash,26/04/2021,Metrocity
2683,I261166,C882279,Female,60,Cosmetics,5,203.3,Credit Card,9/12/2022,Emaar Square Mall
2684,I321841,C329993,Female,21,Clothing,5,1500.4,Credit Card,1/10/2022,Mall of Istanbul
2685,I292883,C338878,Male,23,Souvenir,4,46.92,Debit Card,30/09/2022,Istinye Park
2686,I540623,C336042,Female,38,Cosmetics,5,203.3,Credit Card,17/08/2021,Metrocity
2687,I132734,C317372,Male,26,Cosmetics,2,81.32,Cash,11/2/2021,Istinye Park
2688,I133926,C576605,Female,26,Toys,2,71.68,Credit Card,3/12/2022,Istinye Park
2689,I446775,C135162,Female,49,Clothing,4,1200.32,Debit Card,14/01/2023,Mall of Istanbul
2690,I180909,C114698,Female,24,Shoes,4,2400.68,Credit Card,26/02/2023,Zorlu Center
2691,I196153,C207293,Female,31,Cosmetics,1,40.66,Cash,5/1/2022,Mall of Istanbul
2692,I245312,C329316,Female,37,Shoes,4,2400.68,Cash,8/2/2021,Metropol AVM
2693,I322684,C163640,Female,52,Books,1,15.15,Cash,24/06/2021,Forum Istanbul
2694,I301864,C171010,Female,27,Food & Beverage,3,15.69,Cash,5/6/2022,Metropol AVM
2695,I426757,C637786,Female,51,Souvenir,1,11.73,Credit Card,20/11/2022,Kanyon
2696,I213283,C954778,Female,63,Cosmetics,2,81.32,Cash,11/1/2022,Kanyon
2697,I249598,C247389,Male,37,Clothing,1,300.08,Credit Card,2/2/2022,Kanyon
2698,I304948,C293408,Male,22,Souvenir,2,23.46,Cash,3/3/2022,Metrocity
2699,I304505,C123660,Male,64,Toys,4,143.36,Cash,19/09/2022,Metropol AVM
2700,I167581,C153303,Male,23,Food & Beverage,5,26.15,Credit Card,22/07/2021,Forum Istanbul
2701,I104399,C109975,Female,62,Clothing,2,600.16,Credit Card,11/8/2022,Viaport Outlet
2702,I436543,C121378,Male,60,Food & Beverage,4,20.92,Cash,14/04/2022,Mall of Istanbul
2703,I280739,C317574,Male,22,Shoes,2,1200.34,Debit Card,5/4/2021,Mall of Istanbul
2704,I507944,C137059,Female,27,Clothing,1,300.08,Cash,30/09/2022,Metrocity
2705,I261637,C192381,Female,33,Cosmetics,5,203.3,Debit Card,25/09/2021,Metrocity
2706,I179278,C132382,Female,50,Cosmetics,5,203.3,Cash,18/12/2022,Mall of Istanbul
2707,I762885,C163154,Female,33,Shoes,3,1800.51,Debit Card,23/09/2021,Mall of Istanbul
2708,I138872,C200194,Male,37,Cosmetics,2,81.32,Credit Card,16/10/2021,Mall of Istanbul
2709,I182900,C152477,Female,59,Food & Beverage,3,15.69,Debit Card,16/01/2021,Mall of Istanbul
2710,I250646,C313049,Female,68,Food & Beverage,1,5.23,Debit Card,30/07/2021,Istinye Park
2711,I136569,C313513,Female,19,Clothing,5,1500.4,Cash,18/03/2021,Metrocity
2712,I969507,C123703,Female,22,Shoes,3,1800.51,Cash,23/12/2021,Forum Istanbul
2713,I115808,C554216,Male,51,Clothing,4,1200.32,Cash,3/8/2022,Kanyon
2714,I223001,C159977,Male,35,Shoes,1,600.17,Cash,20/05/2021,Istinye Park
2715,I252712,C865866,Male,18,Clothing,2,600.16,Cash,28/02/2023,Kanyon
2716,I291921,C621096,Female,20,Food & Beverage,1,5.23,Debit Card,7/1/2021,Kanyon
2717,I158028,C192952,Male,28,Books,5,75.75,Cash,24/07/2021,Mall of Istanbul
2718,I201201,C225839,Female,45,Cosmetics,5,203.3,Cash,11/9/2021,Mall of Istanbul
2719,I313885,C358151,Female,69,Shoes,3,1800.51,Credit Card,13/03/2022,Mall of Istanbul
2720,I327196,C177891,Female,60,Shoes,1,600.17,Debit Card,17/05/2022,Metrocity
2721,I112960,C145508,Male,27,Clothing,3,900.24,Cash,10/7/2022,Mall of Istanbul
2722,I115757,C320089,Female,38,Clothing,5,1500.4,Cash,2/3/2022,Mall of Istanbul
2723,I243146,C272279,Male,51,Clothing,1,300.08,Credit Card,4/1/2021,Metrocity
2724,I645260,C137357,Male,67,Souvenir,2,23.46,Debit Card,5/2/2022,Kanyon
2725,I154954,C321701,Female,46,Clothing,1,300.08,Credit Card,10/9/2021,Istinye Park
2726,I295906,C181851,Female,53,Clothing,3,900.24,Debit Card,16/02/2022,Forum Istanbul
2727,I226781,C234801,Male,47,Clothing,4,1200.32,Cash,3/11/2021,Metrocity
2728,I169002,C709549,Female,31,Shoes,5,3000.85,Cash,17/02/2022,Metropol AVM
2729,I268073,C209118,Male,50,Cosmetics,1,40.66,Debit Card,20/11/2021,Metropol AVM
2730,I127184,C296156,Female,25,Clothing,2,600.16,Debit Card,10/10/2022,Emaar Square Mall
2731,I192394,C299649,Male,34,Shoes,2,1200.34,Cash,26/07/2022,Kanyon
2732,I131587,C235250,Female,20,Cosmetics,2,81.32,Cash,2/10/2022,Emaar Square Mall
2733,I437134,C117866,Female,36,Toys,1,35.84,Credit Card,1/10/2021,Viaport Outlet
2734,I308303,C741879,Female,36,Clothing,2,600.16,Credit Card,20/12/2022,Zorlu Center
2735,I987661,C110843,Female,39,Cosmetics,3,121.98,Cash,5/11/2021,Mall of Istanbul
2736,I187643,C112624,Male,62,Technology,5,5250.0,Credit Card,16/10/2022,Zorlu Center
2737,I308105,C278873,Male,18,Food & Beverage,4,20.92,Credit Card,17/09/2021,Istinye Park
